epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,2271.31,1.28541,0.65927,0.97589,0.8711,0.73262,0.80163,0.49478,1.37637,0.67616,1.04494,0.000943283,0.000943283,0.000943283
105,2292.98,1.28027,0.65595,0.98246,0.89122,0.69576,0.79452,0.49073,1.37357,0.67267,1.0448,0.000938567,0.000938567,0.000938567
106,2314.82,1.29249,0.65294,0.98122,0.858,0.71111,0.78716,0.48946,1.37664,0.67218,1.04536,0.000933851,0.000933851,0.000933851
107,2336.67,1.28728,0.66231,0.98258,0.87862,0.72149,0.78731,0.47653,1.37521,0.68189,1.04395,0.000929136,0.000929136,0.000929136
108,2358.44,1.29138,0.66325,0.98257,0.89434,0.71394,0.79617,0.48399,1.38168,0.69086,1.04567,0.00092442,0.00092442,0.00092442
109,2380.14,1.27574,0.65267,0.98024,0.80638,0.74995,0.80543,0.49772,1.36895,0.68593,1.04469,0.000919704,0.000919704,0.000919704
110,2402.09,1.27267,0.65215,0.9757,0.91949,0.68238,0.80352,0.49683,1.37289,0.68401,1.0499,0.000914989,0.000914989,0.000914989
111,2423.88,1.27626,0.65218,0.97877,0.89544,0.69706,0.80187,0.48691,1.37789,0.69404,1.04817,0.000910273,0.000910273,0.000910273
112,2445.77,1.26041,0.64609,0.97237,0.87547,0.69318,0.78328,0.48481,1.37194,0.68027,1.0457,0.000905557,0.000905557,0.000905557
113,2467.52,1.28326,0.65428,0.98189,0.86896,0.69301,0.79256,0.48263,1.36844,0.69896,1.04064,0.000900842,0.000900842,0.000900842
114,2489.33,1.28764,0.65415,0.97537,0.86591,0.67676,0.78416,0.48215,1.39741,0.68758,1.05553,0.000896126,0.000896126,0.000896126
115,2511.21,1.26915,0.64619,0.97066,0.9072,0.67592,0.78298,0.47478,1.38337,0.68802,1.04573,0.00089141,0.00089141,0.00089141
116,2532.96,1.27808,0.64623,0.97284,0.88385,0.68788,0.77874,0.4751,1.37393,0.67558,1.0406,0.000886694,0.000886694,0.000886694
117,2554.75,1.2718,0.64793,0.97638,0.87277,0.71647,0.79446,0.49505,1.38285,0.69654,1.04814,0.000881979,0.000881979,0.000881979
118,2576.65,1.28019,0.65001,0.9826,0.89597,0.67438,0.78127,0.47459,1.38232,0.68468,1.04807,0.000877263,0.000877263,0.000877263
119,2598.56,1.28083,0.65234,0.97726,0.8501,0.73775,0.80913,0.49237,1.38028,0.66679,1.04632,0.000872547,0.000872547,0.000872547
120,2620.61,1.2566,0.63634,0.97343,0.84099,0.7404,0.80558,0.49865,1.38123,0.67917,1.04903,0.000867832,0.000867832,0.000867832
121,2642.4,1.29314,0.66133,0.97883,0.91557,0.68102,0.81142,0.49432,1.37757,0.67804,1.04968,0.000863116,0.000863116,0.000863116
122,2664.3,1.27055,0.6513,0.97087,0.87526,0.72106,0.81972,0.49774,1.37071,0.67035,1.04199,0.0008584,0.0008584,0.0008584
123,2686.1,1.2665,0.642,0.97359,0.83208,0.72001,0.79971,0.49142,1.37594,0.66554,1.04747,0.000853685,0.000853685,0.000853685
124,2707.87,1.27027,0.64776,0.97425,0.85428,0.67168,0.78744,0.48077,1.38009,0.67471,1.04607,0.000848969,0.000848969,0.000848969
125,2729.84,1.28451,0.65097,0.97618,0.84902,0.72287,0.82056,0.48687,1.40075,0.68589,1.05561,0.000844253,0.000844253,0.000844253
126,2751.79,1.27774,0.64827,0.97474,0.89492,0.70167,0.79906,0.48101,1.3906,0.67545,1.0522,0.000839537,0.000839537,0.000839537
127,2773.52,1.27324,0.65014,0.97299,0.82755,0.70539,0.8009,0.48309,1.38615,0.68874,1.04512,0.000834822,0.000834822,0.000834822
128,2795.5,1.27148,0.64255,0.97818,0.78784,0.74656,0.78724,0.46664,1.39117,0.69804,1.05297,0.000830106,0.000830106,0.000830106
129,2817.45,1.27122,0.64824,0.97823,0.8994,0.69727,0.79151,0.47658,1.39195,0.68423,1.05319,0.00082539,0.00082539,0.00082539
130,2839.38,1.25206,0.63252,0.96955,0.89692,0.68628,0.78333,0.48855,1.38374,0.66843,1.05048,0.000820675,0.000820675,0.000820675
131,2861.28,1.26033,0.63553,0.96686,0.85388,0.72211,0.79414,0.49687,1.37513,0.67329,1.04721,0.000815959,0.000815959,0.000815959
132,2883.22,1.27076,0.64047,0.96941,0.86833,0.65995,0.77739,0.47605,1.38573,0.67542,1.05102,0.000811243,0.000811243,0.000811243
133,2905.31,1.25932,0.64004,0.97354,0.88065,0.68401,0.78151,0.48122,1.3755,0.68572,1.04604,0.000806528,0.000806528,0.000806528
134,2927.18,1.26232,0.64277,0.97197,0.84069,0.72253,0.78117,0.47469,1.37231,0.67302,1.04861,0.000801812,0.000801812,0.000801812
135,2949.05,1.24642,0.63301,0.96871,0.89031,0.66944,0.79216,0.48266,1.3773,0.67102,1.04983,0.000797096,0.000797096,0.000797096
136,2971.44,1.25621,0.63589,0.96571,0.87081,0.69673,0.78611,0.4758,1.38389,0.67438,1.05326,0.00079238,0.00079238,0.00079238
137,2993.8,1.26367,0.6416,0.97569,0.90283,0.66387,0.7832,0.48543,1.37496,0.66761,1.04698,0.000787665,0.000787665,0.000787665
138,3015.67,1.24682,0.63482,0.9665,0.80345,0.7327,0.78368,0.49023,1.37745,0.67188,1.04944,0.000782949,0.000782949,0.000782949
139,3037.57,1.2458,0.63327,0.96967,0.77744,0.75872,0.79091,0.48723,1.38156,0.67302,1.0517,0.000778233,0.000778233,0.000778233
140,3059.42,1.2477,0.63434,0.96946,0.91549,0.64715,0.79696,0.48249,1.37687,0.67864,1.04506,0.000773518,0.000773518,0.000773518
141,3081.38,1.24649,0.63671,0.96678,0.90899,0.69066,0.8118,0.49857,1.3717,0.66782,1.04739,0.000768802,0.000768802,0.000768802
142,3103.33,1.23834,0.61798,0.96645,0.87777,0.68889,0.80141,0.48604,1.37583,0.6721,1.04914,0.000764086,0.000764086,0.000764086
143,3125.48,1.24666,0.63855,0.96969,0.87272,0.71417,0.80578,0.49579,1.38015,0.67535,1.05204,0.000759371,0.000759371,0.000759371
144,3147.23,1.24214,0.63816,0.96504,0.91166,0.69517,0.80954,0.49695,1.38461,0.67642,1.05533,0.000754655,0.000754655,0.000754655
145,3169.23,1.24432,0.63364,0.9602,0.81125,0.71644,0.79749,0.4802,1.39402,0.69193,1.05876,0.000749939,0.000749939,0.000749939
146,3191.06,1.26119,0.63645,0.97003,0.8477,0.75661,0.81248,0.48488,1.39534,0.66203,1.05301,0.000745223,0.000745223,0.000745223
147,3212.83,1.2467,0.62868,0.96419,0.87748,0.7117,0.81876,0.50008,1.39719,0.66743,1.05037,0.000740508,0.000740508,0.000740508
148,3234.83,1.23276,0.62635,0.96385,0.86815,0.73646,0.81238,0.49168,1.39722,0.66926,1.05502,0.000735792,0.000735792,0.000735792
149,3256.8,1.23663,0.63121,0.96206,0.86828,0.74217,0.82052,0.50456,1.39214,0.66339,1.05467,0.000731076,0.000731076,0.000731076
150,3278.8,1.23584,0.62188,0.95953,0.85403,0.72533,0.81209,0.49418,1.39843,0.67584,1.05582,0.000726361,0.000726361,0.000726361
151,3300.72,1.23587,0.62045,0.96207,0.87171,0.7196,0.81117,0.48599,1.4094,0.67365,1.05978,0.000721645,0.000721645,0.000721645
152,3322.67,1.246,0.63373,0.96367,0.92722,0.69406,0.79961,0.48838,1.39165,0.67421,1.05684,0.000716929,0.000716929,0.000716929
153,3344.56,1.23653,0.6232,0.96372,0.91729,0.69053,0.8013,0.48059,1.39126,0.65962,1.05342,0.000712214,0.000712214,0.000712214
154,3366.47,1.23072,0.61879,0.95865,0.80641,0.77008,0.81596,0.4891,1.3967,0.67688,1.055,0.000707498,0.000707498,0.000707498
155,3388.52,1.22348,0.62643,0.96032,0.88786,0.70563,0.80799,0.48441,1.39605,0.67297,1.05467,0.000702782,0.000702782,0.000702782
156,3410.56,1.22558,0.62238,0.97119,0.8758,0.71699,0.79398,0.48439,1.39285,0.66764,1.05743,0.000698066,0.000698066,0.000698066
157,3432.47,1.22952,0.61637,0.96252,0.86184,0.73047,0.81107,0.49701,1.39562,0.67463,1.05523,0.000693351,0.000693351,0.000693351
158,3454.51,1.23922,0.62436,0.9623,0.83386,0.71727,0.7882,0.47495,1.3926,0.68678,1.05686,0.000688635,0.000688635,0.000688635
159,3476.58,1.21864,0.61078,0.95775,0.90255,0.70785,0.8019,0.49888,1.37509,0.67031,1.05089,0.000683919,0.000683919,0.000683919
160,3498.44,1.21827,0.61006,0.9568,0.88347,0.71452,0.79986,0.49459,1.40085,0.67191,1.05904,0.000679204,0.000679204,0.000679204
161,3520.26,1.22791,0.61381,0.9651,0.89767,0.71874,0.80811,0.50263,1.38778,0.66969,1.0558,0.000674488,0.000674488,0.000674488
162,3542.26,1.23081,0.61997,0.96303,0.91515,0.72574,0.79748,0.49117,1.39331,0.66319,1.05868,0.000669772,0.000669772,0.000669772
163,3564.06,1.22911,0.62198,0.96208,0.88897,0.7224,0.79617,0.4848,1.394,0.65889,1.06407,0.000665057,0.000665057,0.000665057
164,3586.06,1.22682,0.61986,0.9638,0.87036,0.72126,0.80652,0.49174,1.40162,0.67383,1.05799,0.000660341,0.000660341,0.000660341
165,3608.03,1.22547,0.61482,0.96078,0.86362,0.70324,0.78679,0.49708,1.38781,0.66962,1.05426,0.000655625,0.000655625,0.000655625
166,3629.76,1.22405,0.62391,0.95683,0.87353,0.69655,0.77971,0.48481,1.40013,0.68289,1.05731,0.000650909,0.000650909,0.000650909
167,3651.77,1.22924,0.62626,0.95861,0.84556,0.74462,0.79213,0.48721,1.39991,0.67103,1.05941,0.000646194,0.000646194,0.000646194
168,3673.81,1.23162,0.6162,0.95606,0.84832,0.72386,0.79491,0.48174,1.38952,0.66894,1.04941,0.000641478,0.000641478,0.000641478
169,3695.76,1.21758,0.61561,0.95616,0.8317,0.70962,0.78796,0.48316,1.38865,0.66147,1.0557,0.000636762,0.000636762,0.000636762
170,3717.64,1.22982,0.61351,0.96123,0.90849,0.70616,0.79488,0.48712,1.38619,0.67092,1.05527,0.000632047,0.000632047,0.000632047
171,3739.47,1.2088,0.60777,0.95394,0.86474,0.74218,0.79511,0.48437,1.40366,0.67465,1.05878,0.000627331,0.000627331,0.000627331
172,3761.66,1.20934,0.60583,0.95192,0.80778,0.7426,0.79269,0.4824,1.3891,0.67555,1.05504,0.000622615,0.000622615,0.000622615
173,3783.41,1.19804,0.59755,0.95116,0.88081,0.76788,0.813,0.50142,1.38095,0.66297,1.05726,0.0006179,0.0006179,0.0006179
174,3805.33,1.21102,0.60989,0.95552,0.88333,0.73369,0.81403,0.49097,1.38459,0.66736,1.05325,0.000613184,0.000613184,0.000613184
175,3827.19,1.22111,0.6134,0.95426,0.85342,0.73994,0.81062,0.4925,1.3898,0.6563,1.05198,0.000608468,0.000608468,0.000608468
176,3848.92,1.20862,0.60347,0.95358,0.82658,0.73445,0.79931,0.48011,1.40492,0.65814,1.06257,0.000603752,0.000603752,0.000603752
177,3870.82,1.19699,0.60396,0.94564,0.85434,0.75718,0.81071,0.49465,1.39684,0.66024,1.05768,0.000599037,0.000599037,0.000599037
178,3892.65,1.19458,0.59549,0.94639,0.84585,0.73997,0.8052,0.49234,1.40385,0.66244,1.0613,0.000594321,0.000594321,0.000594321
179,3914.51,1.21639,0.59939,0.95823,0.83907,0.72532,0.8057,0.49485,1.40508,0.67715,1.06372,0.000589605,0.000589605,0.000589605
180,3936.46,1.18877,0.59724,0.95313,0.84854,0.75224,0.80745,0.49558,1.40849,0.66866,1.06127,0.00058489,0.00058489,0.00058489
181,3958.34,1.20072,0.60376,0.94868,0.8839,0.69,0.79419,0.4861,1.39102,0.66488,1.05995,0.000580174,0.000580174,0.000580174
182,3980.18,1.19876,0.60416,0.94855,0.86181,0.69234,0.80112,0.49616,1.38833,0.67077,1.05669,0.000575458,0.000575458,0.000575458
