epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,6686.63,1.08965,0.53302,0.90924,0.88171,0.73081,0.80946,0.5036,1.4173,0.64991,1.07096,0.000570743,0.000570743,0.000570743
184,6723.37,1.09507,0.53689,0.91186,0.86448,0.73066,0.80737,0.50041,1.40811,0.64672,1.06434,0.000566027,0.000566027,0.000566027
185,6760.01,1.10503,0.54296,0.92108,0.87014,0.73124,0.80503,0.49992,1.40893,0.64329,1.06157,0.000561311,0.000561311,0.000561311
186,6796.63,1.08242,0.53107,0.90849,0.90162,0.76372,0.81944,0.50293,1.41137,0.65376,1.06872,0.000556595,0.000556595,0.000556595
187,6833.31,1.0927,0.52979,0.91316,0.88186,0.75915,0.81775,0.5015,1.42846,0.65863,1.07183,0.00055188,0.00055188,0.00055188
188,6869.94,1.09437,0.53182,0.91834,0.85662,0.76028,0.81026,0.49564,1.41513,0.64627,1.06829,0.000547164,0.000547164,0.000547164
189,6906.6,1.10329,0.53628,0.91593,0.82148,0.77112,0.81527,0.50194,1.43604,0.65964,1.07528,0.000542448,0.000542448,0.000542448
190,6943.12,1.09284,0.53818,0.91649,0.88558,0.73004,0.81613,0.50736,1.4285,0.66073,1.07119,0.000537733,0.000537733,0.000537733
191,6979.85,1.07019,0.52613,0.91049,0.86812,0.7307,0.81684,0.50473,1.43199,0.66073,1.07015,0.000533017,0.000533017,0.000533017
192,7016.46,1.07598,0.52517,0.90944,0.87114,0.73254,0.81915,0.50457,1.42494,0.65837,1.0699,0.000528301,0.000528301,0.000528301
193,7053.08,1.08485,0.53352,0.91007,0.8844,0.76035,0.82329,0.51069,1.40707,0.65228,1.06701,0.000523586,0.000523586,0.000523586
194,7089.69,1.06347,0.51728,0.90641,0.83864,0.77624,0.81271,0.49599,1.41549,0.65131,1.0704,0.00051887,0.00051887,0.00051887
195,7126.24,1.0586,0.51385,0.90478,0.87822,0.74778,0.81606,0.50647,1.41495,0.64898,1.069,0.000514154,0.000514154,0.000514154
196,7162.8,1.05305,0.5139,0.9014,0.88611,0.77352,0.83141,0.51819,1.43364,0.65544,1.08031,0.000509438,0.000509438,0.000509438
197,7199.42,1.06128,0.51846,0.90621,0.89422,0.7416,0.82048,0.51289,1.42766,0.64661,1.07661,0.000504723,0.000504723,0.000504723
198,7236.12,1.05647,0.51679,0.90727,0.92885,0.73963,0.82929,0.51488,1.41635,0.64613,1.06829,0.000500007,0.000500007,0.000500007
199,7272.55,1.06769,0.52038,0.90985,0.91827,0.74983,0.83449,0.51652,1.42965,0.66048,1.07075,0.000495291,0.000495291,0.000495291
200,7309.08,1.0646,0.51716,0.90487,0.901,0.75921,0.83509,0.51559,1.42933,0.65168,1.07182,0.000490576,0.000490576,0.000490576
201,7345.64,1.0703,0.51779,0.90697,0.89453,0.74174,0.82359,0.5121,1.42751,0.65696,1.07495,0.00048586,0.00048586,0.00048586
202,7382.29,1.05171,0.515,0.9021,0.88013,0.77836,0.81273,0.49999,1.42406,0.66305,1.07475,0.000481144,0.000481144,0.000481144
203,7418.86,1.05741,0.51663,0.90468,0.90171,0.74559,0.80763,0.50059,1.4259,0.65904,1.0727,0.000476429,0.000476429,0.000476429
204,7455.56,1.06197,0.51771,0.90492,0.89751,0.74457,0.80112,0.49345,1.42554,0.66293,1.07566,0.000471713,0.000471713,0.000471713
205,7492.07,1.055,0.51468,0.90185,0.90194,0.74237,0.80486,0.49411,1.43404,0.65643,1.07937,0.000466997,0.000466997,0.000466997
206,7528.61,1.04311,0.5074,0.903,0.8971,0.74909,0.80554,0.49405,1.42617,0.65043,1.07569,0.000462281,0.000462281,0.000462281
207,7565.18,1.05239,0.50984,0.89898,0.88138,0.76138,0.81077,0.50492,1.42337,0.64681,1.07229,0.000457566,0.000457566,0.000457566
208,7601.64,1.04094,0.50603,0.89962,0.89197,0.75753,0.81641,0.50519,1.42335,0.64606,1.07084,0.00045285,0.00045285,0.00045285
209,7638.07,1.05102,0.51113,0.90007,0.85838,0.76203,0.81264,0.50153,1.4279,0.65119,1.0759,0.000448134,0.000448134,0.000448134
210,7674.61,1.04549,0.50404,0.90385,0.88399,0.73366,0.8088,0.50218,1.427,0.65812,1.07594,0.000443419,0.000443419,0.000443419
211,7711.33,1.0328,0.51133,0.90173,0.86568,0.73139,0.81169,0.50146,1.42564,0.6512,1.07264,0.000438703,0.000438703,0.000438703
212,7747.88,1.03295,0.50353,0.8989,0.89332,0.7539,0.81905,0.51406,1.42145,0.64961,1.06929,0.000433987,0.000433987,0.000433987
213,7784.34,1.03779,0.5028,0.89887,0.89616,0.74663,0.80913,0.50111,1.41788,0.64859,1.06891,0.000429272,0.000429272,0.000429272
214,7820.88,1.03336,0.50229,0.89738,0.89088,0.7433,0.81164,0.50659,1.42279,0.64464,1.07301,0.000424556,0.000424556,0.000424556
215,7857.31,1.03593,0.50679,0.89837,0.88633,0.72564,0.81582,0.50861,1.4176,0.65573,1.07286,0.00041984,0.00041984,0.00041984
216,7893.84,1.04111,0.50826,0.90366,0.87986,0.73326,0.81183,0.49942,1.42724,0.65996,1.07209,0.000415124,0.000415124,0.000415124
217,7930.4,1.02591,0.50294,0.8994,0.88622,0.73223,0.81365,0.50873,1.43003,0.65514,1.07335,0.000410409,0.000410409,0.000410409
218,7967.07,1.02806,0.5017,0.8968,0.84997,0.76417,0.81761,0.50891,1.42097,0.65029,1.07631,0.000405693,0.000405693,0.000405693
219,8003.64,1.03044,0.50554,0.89737,0.901,0.74945,0.81735,0.51253,1.42072,0.65024,1.07349,0.000400977,0.000400977,0.000400977
220,8040.22,1.04052,0.50559,0.89807,0.8841,0.7471,0.8167,0.51119,1.42467,0.64942,1.07361,0.000396262,0.000396262,0.000396262
221,8076.75,1.03856,0.50584,0.89502,0.89683,0.75215,0.809,0.50422,1.4324,0.64769,1.07456,0.000391546,0.000391546,0.000391546
222,8113.17,1.03404,0.49942,0.9019,0.88292,0.73285,0.80165,0.49378,1.44163,0.64701,1.07615,0.00038683,0.00038683,0.00038683
223,8149.71,1.02861,0.50604,0.8998,0.8865,0.73068,0.79967,0.49127,1.44104,0.64334,1.08084,0.000382115,0.000382115,0.000382115
224,8186.24,1.01786,0.50172,0.89557,0.89693,0.72214,0.80532,0.49831,1.43374,0.64487,1.08194,0.000377399,0.000377399,0.000377399
225,8222.92,1.02267,0.49649,0.8998,0.89683,0.72801,0.80791,0.50208,1.43397,0.65016,1.08353,0.000372683,0.000372683,0.000372683
226,8259.57,1.00883,0.49672,0.89213,0.88131,0.73305,0.79727,0.49242,1.43558,0.65733,1.08368,0.000367967,0.000367967,0.000367967
227,8296.01,1.02321,0.49905,0.89953,0.88455,0.73239,0.79596,0.49368,1.43524,0.65589,1.07997,0.000363252,0.000363252,0.000363252
228,8332.6,1.00598,0.49119,0.89202,0.88847,0.72617,0.80417,0.50322,1.44015,0.65436,1.08392,0.000358536,0.000358536,0.000358536
229,8369.2,1.01203,0.4975,0.89592,0.88854,0.73216,0.79339,0.49354,1.44368,0.65016,1.08596,0.00035382,0.00035382,0.00035382
230,8405.76,1.00334,0.49946,0.89352,0.88816,0.73074,0.80373,0.49417,1.45237,0.6567,1.08495,0.000349105,0.000349105,0.000349105
231,8442.2,0.99984,0.48858,0.89077,0.88793,0.73927,0.80231,0.49128,1.45079,0.65846,1.08841,0.000344389,0.000344389,0.000344389
