datetime_start,datetime_end,ocr_raw,count_of_car,count_of_motorcycle,count_of_heavy,cluster
2025-11-06 01:01:00,2025-11-06 01:02:00,01:02,3,9,0,1
2025-11-06 01:02:00,2025-11-06 01:03:00,01:03,5,15,0,1
2025-11-06 01:03:00,2025-11-06 01:04:00,01:04,6,17,0,1
2025-11-06 01:04:00,2025-11-06 01:05:00,01:05,3,13,0,1
2025-11-06 01:05:00,2025-11-06 01:06:00,01:06,3,11,0,1
2025-11-06 01:06:00,2025-11-06 01:07:00,01:07,2,17,0,1
2025-11-06 01:07:00,2025-11-06 01:08:00,01:08,7,12,0,1
2025-11-06 01:08:00,2025-11-06 01:09:00,01:09,5,15,0,1
2025-11-06 01:09:00,2025-11-06 01:10:00,01:10,6,10,0,1
2025-11-06 02:00:00,2025-11-06 02:01:00,02:01,5,5,0,1
2025-11-06 02:01:00,2025-11-06 02:02:00,02:02,5,12,0,1
2025-11-06 02:02:00,2025-11-06 02:03:00,02:03,3,10,0,1
2025-11-06 02:03:00,2025-11-06 02:04:00,02:04,4,11,0,1
2025-11-06 02:04:00,2025-11-06 02:05:00,02:05,1,10,0,1
2025-11-06 02:05:00,2025-11-06 02:06:00,02:06,1,6,0,1
2025-11-06 02:06:00,2025-11-06 02:07:00,02:07,2,4,0,1
2025-11-06 02:07:00,2025-11-06 02:08:00,02:08,4,6,0,1
2025-11-06 02:08:00,2025-11-06 02:09:00,02:09,3,6,0,1
2025-11-06 02:09:00,2025-11-06 02:10:00,02:10,1,7,0,1
2025-11-06 03:00:00,2025-11-06 03:01:00,03:01,1,5,0,1
2025-11-06 03:01:00,2025-11-06 03:02:00,03:02,1,7,0,1
2025-11-06 03:02:00,2025-11-06 03:03:00,03:03,3,5,0,1
2025-11-06 03:03:00,2025-11-06 03:04:00,03:04,1,8,0,1
2025-11-06 03:04:00,2025-11-06 03:05:00,03:05,2,5,0,1
2025-11-06 03:05:00,2025-11-06 03:06:00,03:06,0,6,0,1
2025-11-06 03:06:00,2025-11-06 03:07:00,03:07,4,5,0,1
2025-11-06 03:07:00,2025-11-06 03:08:00,03:08,4,8,0,1
2025-11-06 03:08:00,2025-11-06 03:09:00,03:09,5,11,1,1
2025-11-06 03:09:00,2025-11-06 03:10:00,03:10,3,2,0,1
2025-11-06 04:00:00,2025-11-06 04:01:00,04:01,0,7,0,1
2025-11-06 04:01:00,2025-11-06 04:02:00,04:02,0,7,0,1
2025-11-06 04:02:00,2025-11-06 04:03:00,04:03,2,12,1,1
2025-11-06 04:03:00,2025-11-06 04:04:00,04:04,2,5,1,1
2025-11-06 04:04:00,2025-11-06 04:05:00,04:05,2,12,0,1
2025-11-06 04:05:00,2025-11-06 04:06:00,04:06,2,3,0,1
2025-11-06 04:06:00,2025-11-06 04:07:00,04:07,1,3,0,1
2025-11-06 04:07:00,2025-11-06 04:08:00,04:08,1,7,0,1
2025-11-06 04:08:00,2025-11-06 04:09:00,04:09,3,11,1,1
2025-11-06 04:09:00,2025-11-06 04:10:00,04:10,0,2,0,1
2025-11-06 05:00:00,2025-11-06 05:01:00,05:01,2,15,1,1
2025-11-06 05:01:00,2025-11-06 05:02:00,05:02,5,16,1,1
2025-11-06 05:02:00,2025-11-06 05:03:00,05:03,2,20,0,1
2025-11-06 05:03:00,2025-11-06 05:04:00,05:04,6,14,0,1
2025-11-06 05:04:00,2025-11-06 05:05:00,05:05,2,10,0,1
2025-11-06 05:05:00,2025-11-06 05:06:00,05:06,3,17,0,1
2025-11-06 05:06:00,2025-11-06 05:07:00,05:07,3,16,0,1
2025-11-06 05:07:00,2025-11-06 05:08:00,05:08,4,16,0,1
2025-11-06 05:08:00,2025-11-06 05:09:00,05:09,2,35,0,1
2025-11-06 05:09:00,2025-11-06 05:10:00,05:10,1,7,0,1
2025-11-06 06:00:00,2025-11-06 06:01:00,06:01,4,39,0,1
2025-11-06 06:01:00,2025-11-06 06:02:00,06:02,1,41,0,1
2025-11-06 06:02:00,2025-11-06 06:03:00,06:03,9,43,2,1
2025-11-06 06:03:00,2025-11-06 06:04:00,06:04,4,45,0,1
2025-11-06 06:04:00,2025-11-06 06:05:00,06:05,7,72,0,1
2025-11-06 06:05:00,2025-11-06 06:06:00,06:06,11,77,0,0
2025-11-06 06:06:00,2025-11-06 06:07:00,06:07,7,41,0,1
2025-11-06 06:07:00,2025-11-06 06:08:00,06:08,16,83,4,0
2025-11-06 06:08:00,2025-11-06 06:09:00,06:09,4,34,0,1
2025-11-06 06:09:00,2025-11-06 06:10:00,06:10,9,74,0,0
2025-11-06 07:00:00,2025-11-06 07:01:00,07:01,8,86,0,0
2025-11-06 07:01:00,2025-11-06 07:02:00,07:02,19,50,0,0
2025-11-06 07:02:00,2025-11-06 07:03:00,07:03,20,73,0,0
2025-11-06 07:03:00,2025-11-06 07:04:00,07:04,16,34,0,1
2025-11-06 07:04:00,2025-11-06 07:05:00,07:05,3,76,0,1
2025-11-06 07:05:00,2025-11-06 07:06:00,07:06,27,94,0,0
2025-11-06 07:06:00,2025-11-06 07:07:00,07:07,9,53,0,1
2025-11-06 07:07:00,2025-11-06 07:08:00,07:08,10,68,0,1
2025-11-06 07:08:00,2025-11-06 07:09:00,07:09,31,87,0,0
2025-11-06 07:09:00,2025-11-06 07:10:00,07:10,12,34,0,1
2025-11-06 08:00:00,2025-11-06 08:01:00,08:01,8,96,0,0
2025-11-06 08:01:00,2025-11-06 08:02:00,08:02,33,84,1,0
2025-11-06 08:02:00,2025-11-06 08:03:00,08:03,18,58,0,0
2025-11-06 08:03:00,2025-11-06 08:04:00,08:04,17,98,0,0
2025-11-06 08:04:00,2025-11-06 08:05:00,08:05,24,101,0,0
2025-11-06 08:05:00,2025-11-06 08:06:00,08:06,13,41,0,1
2025-11-06 08:06:00,2025-11-06 08:07:00,08:07,23,104,0,0
2025-11-06 08:07:00,2025-11-06 08:08:00,08:08,34,106,1,0
2025-11-06 08:08:00,2025-11-06 08:09:00,08:09,23,69,0,0
2025-11-06 08:09:00,2025-11-06 08:10:00,08:10,31,115,0,0
2025-11-06 09:00:00,2025-11-06 09:01:00,09:01,22,44,0,0
2025-11-06 09:01:00,2025-11-06 09:02:00,09:02,13,68,0,0
2025-11-06 09:02:00,2025-11-06 09:03:00,09:03,21,99,0,0
2025-11-06 09:03:00,2025-11-06 09:04:00,09:04,9,35,0,1
2025-11-06 09:04:00,2025-11-06 09:05:00,09:05,7,87,1,0
2025-11-06 09:05:00,2025-11-06 09:06:00,09:06,34,60,1,0
2025-11-06 09:06:00,2025-11-06 09:07:00,09:07,15,30,1,1
2025-11-06 09:07:00,2025-11-06 09:08:00,09:08,23,125,0,0
2025-11-06 09:08:00,2025-11-06 09:09:00,09:09,20,32,2,0
2025-11-06 09:09:00,2025-11-06 09:10:00,09:10,11,35,0,1
2025-11-06 09:10:00,2025-11-06 10:01:00,09:57,0,0,0,1
2025-11-06 10:00:00,2025-11-06 10:01:00,10:01,13,36,0,1
2025-11-06 10:01:00,2025-11-06 10:02:00,10:02,17,79,0,0
2025-11-06 10:02:00,2025-11-06 10:03:00,10:03,33,81,1,0
2025-11-06 10:03:00,2025-11-06 10:04:00,10:04,21,45,1,0
2025-11-06 10:04:00,2025-11-06 10:05:00,10:05,19,83,0,0
2025-11-06 10:05:00,2025-11-06 10:06:00,10:06,42,69,2,0
2025-11-06 10:06:00,2025-11-06 10:07:00,10:07,25,35,2,0
2025-11-06 10:07:00,2025-11-06 10:08:00,10:08,28,87,0,0
2025-11-06 10:08:00,2025-11-06 10:09:00,10:09,35,70,1,0
2025-11-06 10:09:00,2025-11-06 10:10:00,10:10,21,47,0,0
2025-11-06 11:00:00,2025-11-06 11:01:00,11:01,25,44,1,0
2025-11-06 11:01:00,2025-11-06 11:02:00,11:02,30,74,1,0
2025-11-06 11:02:00,2025-11-06 11:03:00,11:03,28,42,2,0
2025-11-06 11:03:00,2025-11-06 11:04:00,11:04,32,95,0,0
2025-11-06 11:04:00,2025-11-06 11:05:00,11:05,40,57,0,0
2025-11-06 11:05:00,2025-11-06 11:06:00,11:06,20,43,3,0
2025-11-06 11:06:00,2025-11-06 11:07:00,11:07,32,87,0,0
2025-11-06 11:07:00,2025-11-06 11:08:00,11:08,32,61,0,0
2025-11-06 11:08:00,2025-11-06 11:09:00,11:09,24,46,0,0
2025-11-06 11:09:00,2025-11-06 23:10:00,11:10,20,89,0,0
2025-11-06 12:00:00,2025-11-06 12:01:00,12:01,30,54,0,0
2025-11-06 12:01:00,2025-11-06 12:02:00,12:02,23,92,0,0
2025-11-06 12:02:00,2025-11-06 12:03:00,12:03,38,64,0,0
2025-11-06 12:03:00,2025-11-06 12:04:00,12:04,32,35,2,0
2025-11-06 12:04:00,2025-11-06 12:05:00,12:05,38,81,1,0
2025-11-06 12:05:00,2025-11-06 12:06:00,12:06,41,69,0,0
2025-11-06 12:06:00,2025-11-06 12:07:00,12:07,22,28,2,0
2025-11-06 12:07:00,2025-11-06 12:08:00,12:08,19,104,0,0
2025-11-06 12:08:00,2025-11-06 12:09:00,12:09,39,50,2,0
2025-11-06 12:09:00,2025-11-06 12:10:00,12:10,30,56,0,0
2025-11-06 13:00:00,2025-11-06 13:01:00,01:01,28,56,2,0
2025-11-06 13:01:00,2025-11-06 13:02:00,01:02,30,44,0,0
2025-11-06 13:02:00,2025-11-06 13:03:00,01:03,19,63,1,0
2025-11-06 13:03:00,2025-11-06 13:04:00,01:04,30,53,6,2
2025-11-06 13:04:00,2025-11-06 13:05:00,01:05,33,65,1,0
2025-11-06 13:05:00,2025-11-06 13:06:00,01:06,33,70,1,0
2025-11-06 13:06:00,2025-11-06 13:07:00,01:07,26,36,1,0
2025-11-06 13:07:00,2025-11-06 13:08:00,01:08,37,40,1,0
2025-11-06 13:08:00,2025-11-06 13:09:00,01:09,40,81,2,0
2025-11-06 13:09:00,2025-11-06 13:10:00,01:10,34,54,2,0
2025-11-06 14:00:00,2025-11-06 14:01:00,02:01,26,41,0,0
2025-11-06 14:01:00,2025-11-06 14:02:00,02:02,37,113,1,0
2025-11-06 14:02:00,2025-11-06 14:03:00,02:03,47,59,2,0
2025-11-06 14:03:00,2025-11-06 14:04:00,02:04,21,55,0,0
2025-11-06 14:04:00,2025-11-06 14:05:00,02:05,25,89,0,0
2025-11-06 14:05:00,2025-11-06 14:06:00,02:06,37,58,3,0
2025-11-06 14:06:00,2025-11-06 14:07:00,02:07,37,72,1,0
2025-11-06 14:07:00,2025-11-06 14:08:00,02:08,33,88,1,0
2025-11-06 14:08:00,2025-11-06 14:09:00,02:09,50,42,1,0
2025-11-06 14:09:00,2025-11-06 14:10:00,02:10,17,76,0,0
2025-11-06 15:00:00,2025-11-06 15:01:00,03:01,33,81,2,0
2025-11-06 15:01:00,2025-11-06 15:02:00,03:02,30,43,1,0
2025-11-06 15:02:00,2025-11-06 15:03:00,03:03,45,114,0,0
2025-11-06 15:03:00,2025-11-06 15:04:00,03:04,24,57,2,0
2025-11-06 15:04:00,2025-11-06 15:05:00,03:05,29,67,1,0
2025-11-06 15:05:00,2025-11-06 15:06:00,03:06,27,60,1,0
2025-11-06 15:06:00,2025-11-06 15:07:00,03:07,44,75,0,0
2025-11-06 15:07:00,2025-11-06 15:08:00,03:08,30,75,3,0
2025-11-06 15:08:00,2025-11-06 15:09:00,03:09,39,125,0,0
2025-11-06 15:09:00,2025-11-06 15:10:00,03:10,25,51,0,0
2025-11-06 16:00:00,2025-11-06 16:01:00,04:01,40,100,1,0
2025-11-06 16:01:00,2025-11-06 16:02:00,04:02,21,45,0,0
2025-11-06 16:02:00,2025-11-06 16:03:00,04:03,14,84,0,0
2025-11-06 16:03:00,2025-11-06 16:04:00,04:04,34,80,0,0
2025-11-06 16:04:00,2025-11-06 16:05:00,04:05,43,100,1,0
2025-11-06 16:05:00,2025-11-06 16:06:00,04:06,36,50,0,0
2025-11-06 16:06:00,2025-11-06 16:07:00,04:07,21,116,0,0
2025-11-06 16:07:00,2025-11-06 16:08:00,04:08,33,117,0,0
2025-11-06 16:08:00,2025-11-06 16:09:00,04:09,37,101,0,0
2025-11-06 16:09:00,2025-11-06 16:10:00,04:10,7,89,0,0
2025-11-06 17:00:00,2025-11-06 17:01:00,05:01,19,107,1,0
2025-11-06 17:01:00,2025-11-06 17:02:00,05:02,28,117,0,0
2025-11-06 17:02:00,2025-11-06 17:03:00,05:03,36,80,1,0
2025-11-06 17:03:00,2025-11-06 17:04:00,05:04,24,132,0,0
2025-11-06 17:04:00,2025-11-06 17:05:00,05:05,40,163,0,0
2025-11-06 17:05:00,2025-11-06 17:06:00,05:06,45,109,2,0
2025-11-06 17:06:00,2025-11-06 17:07:00,05:07,26,137,1,0
2025-11-06 17:07:00,2025-11-06 17:08:00,05:08,42,122,1,0
2025-11-06 17:08:00,2025-11-06 17:09:00,05:09,37,159,0,0
2025-11-06 17:09:00,2025-11-06 17:10:00,05:10,33,132,0,0
2025-11-06 18:00:00,2025-11-06 18:01:00,06:01,27,54,0,0
2025-11-06 18:01:00,2025-11-06 18:02:00,06:02,30,138,1,0
2025-11-06 18:02:00,2025-11-06 18:03:00,06:03,34,79,0,0
2025-11-06 18:03:00,2025-11-06 18:04:00,06:04,30,49,0,0
2025-11-06 18:04:00,2025-11-06 18:05:00,06:05,24,135,0,0
2025-11-06 18:05:00,2025-11-06 18:06:00,06:06,35,115,1,0
2025-11-06 18:06:00,2025-11-06 18:07:00,06:07,25,55,0,0
2025-11-06 18:07:00,2025-11-06 18:08:00,06:08,18,102,0,0
2025-11-06 18:08:00,2025-11-06 18:09:00,06:09,27,68,2,0
2025-11-06 18:09:00,2025-11-06 19:10:00,06:10,30,47,0,0
2025-11-06 20:00:00,2025-11-06 20:01:00,08:01,12,33,0,1
2025-11-06 20:01:00,2025-11-06 20:02:00,08:02,24,71,0,0
2025-11-06 20:02:00,2025-11-06 20:03:00,08:03,22,48,0,0
2025-11-06 20:03:00,2025-11-06 20:04:00,08:04,19,22,0,1
2025-11-06 20:04:00,2025-11-06 20:05:00,08:05,19,103,0,0
2025-11-06 20:05:00,2025-11-06 20:06:00,08:06,21,67,0,0
2025-11-06 20:06:00,2025-11-06 20:07:00,08:07,34,72,0,0
2025-11-06 20:07:00,2025-11-06 20:08:00,08:08,15,63,0,0
2025-11-06 20:08:00,2025-11-06 20:09:00,08:09,24,68,0,0
2025-11-06 20:09:00,2025-11-06 20:10:00,08:10,19,32,0,1
2025-11-06 20:10:00,2025-11-06 21:02:00,08:11,12,30,0,1
2025-11-06 21:02:00,2025-11-06 21:03:00,09:03,10,50,1,1
2025-11-06 21:03:00,2025-11-06 21:04:00,09:04,22,52,1,0
2025-11-06 21:04:00,2025-11-06 21:05:00,09:05,26,41,2,0
2025-11-06 21:05:00,2025-11-06 21:06:00,09:06,7,60,0,1
2025-11-06 21:06:00,2025-11-06 21:07:00,09:07,19,48,0,0
2025-11-06 21:07:00,2025-11-06 21:08:00,09:08,19,40,0,0
2025-11-06 21:08:00,2025-11-06 21:09:00,09:09,10,44,0,1
2025-11-06 21:09:00,2025-11-06 21:10:00,09:10,27,89,0,0
2025-11-06 21:10:00,2025-11-06 22:01:00,09:57,0,0,0,1
2025-11-06 22:00:00,2025-11-06 22:01:00,10:01,11,29,0,1
2025-11-06 22:01:00,2025-11-06 22:02:00,10:02,18,51,0,0
2025-11-06 22:02:00,2025-11-06 22:03:00,10:03,25,44,0,0
2025-11-06 22:03:00,2025-11-06 22:04:00,10:04,15,27,0,1
2025-11-06 22:04:00,2025-11-06 22:05:00,10:05,19,47,0,0
2025-11-06 22:05:00,2025-11-06 22:06:00,10:06,30,36,0,0
2025-11-06 22:06:00,2025-11-06 22:07:00,10:07,11,32,0,1
2025-11-06 22:07:00,2025-11-06 22:08:00,10:08,27,67,1,0
2025-11-06 22:08:00,2025-11-06 22:09:00,10:09,20,24,0,1
2025-11-06 22:09:00,2025-11-07 11:10:00,10:10,15,41,1,0
2025-11-07 00:00:00,2025-11-07 00:01:00,12:01,0,4,0,1
2025-11-07 00:01:00,2025-11-07 00:02:00,12:02,3,4,0,1
2025-11-07 00:02:00,2025-11-07 00:03:00,12:03,1,7,0,1
2025-11-07 00:03:00,2025-11-07 00:04:00,12:04,1,19,0,1
2025-11-07 00:04:00,2025-11-07 00:05:00,12:05,4,12,0,1
2025-11-07 00:05:00,2025-11-07 00:06:00,12:06,1,7,0,1
2025-11-07 00:06:00,2025-11-07 00:07:00,12:07,0,10,0,1
2025-11-07 00:07:00,2025-11-07 00:08:00,12:08,0,7,0,1
2025-11-07 00:08:00,2025-11-07 00:09:00,12:09,1,15,0,1
2025-11-07 01:00:00,2025-11-07 01:01:00,01:01,0,3,0,1
2025-11-07 01:00:00,2025-11-07 01:01:00,01:01,0,3,0,1
2025-11-07 01:01:00,2025-11-07 01:02:00,01:02,3,9,1,1
2025-11-07 01:01:00,2025-11-07 01:02:00,01:02,3,9,1,1
2025-11-07 01:02:00,2025-11-07 01:03:00,01:03,0,7,0,1
2025-11-07 01:02:00,2025-11-07 01:03:00,01:03,0,7,0,1
2025-11-07 01:03:00,2025-11-07 01:04:00,01:04,0,7,0,1
2025-11-07 01:03:00,2025-11-07 01:04:00,01:04,0,7,0,1
2025-11-07 01:04:00,2025-11-07 01:05:00,01:05,1,10,0,1
2025-11-07 01:04:00,2025-11-07 01:05:00,01:05,1,10,0,1
2025-11-07 01:05:00,2025-11-07 01:06:00,01:06,1,10,0,1
2025-11-07 01:06:00,2025-11-07 01:07:00,01:07,1,16,0,1
2025-11-07 01:06:00,2025-11-07 01:07:00,01:07,1,4,0,1
2025-11-07 01:07:00,2025-11-07 01:08:00,01:08,0,7,0,1
2025-11-07 01:07:00,2025-11-07 01:08:00,01:08,0,7,0,1
2025-11-07 01:08:00,2025-11-07 01:09:00,01:09,0,4,0,1
2025-11-07 01:08:00,2025-11-07 01:09:00,01:09,0,4,0,1
2025-11-07 01:09:00,2025-11-07 01:10:00,01:10,0,7,0,1
2025-11-07 01:09:00,2025-11-07 01:10:00,01:10,0,7,0,1
2025-11-07 02:00:00,2025-11-07 06:01:00,02:01,0,2,0,1
2025-11-07 02:00:00,2025-11-07 06:01:00,02:01,0,2,0,1
2025-11-07 06:01:00,2025-11-07 07:00:00,06:57,0,2,0,1
2025-11-07 06:01:00,2025-11-07 07:00:00,06:57,0,2,0,1
2025-11-07 07:00:00,2025-11-07 07:01:00,07:01,10,67,9,2
2025-11-07 07:00:00,2025-11-07 07:01:00,07:01,10,67,9,2
2025-11-07 07:01:00,2025-11-07 07:02:00,07:02,12,36,11,2
2025-11-07 07:01:00,2025-11-07 07:02:00,07:02,12,36,11,2
2025-11-07 07:02:00,2025-11-07 07:03:00,07:03,24,111,5,2
2025-11-07 07:02:00,2025-11-07 07:03:00,07:03,24,111,5,2
2025-11-07 07:03:00,2025-11-07 07:04:00,07:04,12,38,4,0
2025-11-07 07:03:00,2025-11-07 07:04:00,07:04,12,38,4,0
2025-11-07 07:04:00,2025-11-07 07:05:00,07:05,6,87,1,0
2025-11-07 07:04:00,2025-11-07 07:05:00,07:05,6,87,1,0
2025-11-07 07:05:00,2025-11-07 07:06:00,07:06,16,58,9,2
2025-11-07 07:05:00,2025-11-07 07:06:00,07:06,16,58,9,2
2025-11-07 07:06:00,2025-11-07 07:07:00,07:07,12,36,7,2
2025-11-07 07:06:00,2025-11-07 07:07:00,07:07,12,36,7,2
2025-11-07 07:07:00,2025-11-07 07:08:00,07:08,16,126,0,0
2025-11-07 07:07:00,2025-11-07 07:08:00,07:08,16,126,0,0
2025-11-07 07:08:00,2025-11-07 07:09:00,07:09,34,90,2,0
2025-11-07 07:08:00,2025-11-07 07:09:00,07:09,34,90,2,0
2025-11-07 07:09:00,2025-11-07 19:10:00,07:10,9,23,1,1
2025-11-07 07:09:00,2025-11-07 19:10:00,07:10,9,23,1,1
2025-11-07 17:03:00,2025-11-07 17:04:00,05:04,9,62,0,1
2025-11-07 17:04:00,2025-11-07 17:05:00,05:05,23,158,1,0
2025-11-07 17:05:00,2025-11-07 17:06:00,05:06,29,81,1,0
2025-11-07 17:06:00,2025-11-07 17:07:00,05:07,32,109,0,0
2025-11-07 17:07:00,2025-11-07 17:08:00,05:08,23,130,0,0
2025-11-07 17:08:00,2025-11-07 17:03:00,05:03,21,41,0,0
2025-11-07 17:08:00,2025-11-07 17:09:00,05:09,21,130,0,0
2025-11-07 17:09:00,2025-11-07 21:10:00,05:10,34,125,0,0
2025-11-07 18:00:00,2025-11-07 18:01:00,06:01,45,52,2,0
2025-11-07 18:01:00,2025-11-07 18:02:00,06:02,19,138,0,0
2025-11-07 18:02:00,2025-11-07 18:03:00,06:03,29,57,0,0
2025-11-07 18:03:00,2025-11-07 18:04:00,06:04,38,78,0,0
2025-11-07 18:04:00,2025-11-07 18:05:00,06:05,16,109,0,0
2025-11-07 18:05:00,2025-11-07 18:06:00,06:06,32,100,0,0
2025-11-07 18:06:00,2025-11-07 18:07:00,06:07,33,66,0,0
2025-11-07 18:07:00,2025-11-07 18:08:00,06:08,34,129,0,0
2025-11-07 18:08:00,2025-11-07 18:09:00,06:09,25,86,0,0
2025-11-07 18:09:00,2025-11-07 18:10:00,06:10,32,88,0,0
2025-11-07 19:00:00,2025-11-07 19:01:00,07:01,29,95,0,0
2025-11-07 19:01:00,2025-11-07 19:02:00,07:02,26,86,0,0
2025-11-07 19:02:00,2025-11-07 19:03:00,07:03,31,62,1,0
2025-11-07 19:03:00,2025-11-07 19:04:00,07:04,11,78,0,0
2025-11-07 19:04:00,2025-11-07 19:05:00,07:05,29,82,0,0
2025-11-07 19:05:00,2025-11-07 19:06:00,07:06,28,60,0,0
2025-11-07 19:06:00,2025-11-07 19:07:00,07:07,32,67,0,0
2025-11-07 19:07:00,2025-11-07 19:08:00,07:08,33,112,0,0
2025-11-07 19:08:00,2025-11-07 19:09:00,07:09,38,75,0,0
2025-11-07 19:09:00,2025-11-07 19:10:00,07:10,21,54,0,0
2025-11-07 20:00:00,2025-11-07 20:01:00,08:01,28,65,0,0
2025-11-07 20:00:00,2025-11-07 20:01:00,08:01,27,64,0,0
2025-11-07 20:00:00,2025-11-07 20:01:00,08:01,27,64,0,0
2025-11-07 20:01:00,2025-11-07 20:02:00,08:02,24,58,0,0
2025-11-07 20:01:00,2025-11-07 20:02:00,08:02,24,58,0,0
2025-11-07 20:01:00,2025-11-07 20:02:00,08:02,24,56,0,0
2025-11-07 20:02:00,2025-11-07 20:03:00,08:03,25,71,1,0
2025-11-07 20:02:00,2025-11-07 20:03:00,08:03,25,71,1,0
2025-11-07 20:02:00,2025-11-07 20:03:00,08:03,29,81,1,0
2025-11-07 20:03:00,2025-11-07 20:04:00,08:04,19,40,1,0
2025-11-07 20:03:00,2025-11-07 20:04:00,08:04,17,40,1,0
2025-11-07 20:03:00,2025-11-07 20:04:00,08:04,17,40,1,0
2025-11-07 20:04:00,2025-11-07 20:05:00,08:05,33,110,1,0
2025-11-07 20:04:00,2025-11-07 20:05:00,08:05,33,110,1,0
2025-11-07 20:04:00,2025-11-07 20:05:00,08:05,33,111,1,0
2025-11-07 20:05:00,2025-11-07 20:06:00,08:06,16,44,1,0
2025-11-07 20:05:00,2025-11-07 20:06:00,08:06,24,66,1,0
2025-11-07 20:05:00,2025-11-07 20:06:00,08:06,16,44,1,0
2025-11-07 20:06:00,2025-11-07 20:07:00,08:07,23,58,0,0
2025-11-07 20:06:00,2025-11-07 20:07:00,08:07,23,56,0,0
2025-11-07 20:06:00,2025-11-07 20:07:00,08:07,23,56,0,0
2025-11-07 20:07:00,2025-11-07 20:08:00,08:08,19,113,1,0
2025-11-07 20:07:00,2025-11-07 20:08:00,08:08,16,96,1,0
2025-11-07 20:07:00,2025-11-07 20:08:00,08:08,19,113,1,0
2025-11-07 20:08:00,2025-11-07 20:09:00,08:09,26,58,0,0
2025-11-07 21:00:00,2025-11-07 21:01:00,09:01,25,50,1,0
2025-11-07 21:00:00,2025-11-07 21:01:00,09:01,25,50,1,0
2025-11-07 21:01:00,2025-11-07 21:02:00,09:02,19,49,0,0
2025-11-07 21:01:00,2025-11-07 21:02:00,09:02,19,49,0,0
2025-11-07 21:02:00,2025-11-07 21:03:00,09:03,19,93,0,0
2025-11-07 21:02:00,2025-11-07 21:03:00,09:03,19,93,0,0
2025-11-07 21:03:00,2025-11-07 21:04:00,09:04,20,70,1,0
2025-11-07 21:03:00,2025-11-07 21:04:00,09:04,20,70,1,0
2025-11-07 21:04:00,2025-11-07 21:05:00,09:05,22,79,0,0
2025-11-07 21:04:00,2025-11-07 21:05:00,09:05,22,79,0,0
2025-11-07 21:05:00,2025-11-07 21:06:00,09:06,24,96,0,0
2025-11-07 21:05:00,2025-11-07 21:06:00,09:06,24,96,0,0
2025-11-07 21:06:00,2025-11-07 21:07:00,09:07,22,65,1,0
2025-11-07 21:06:00,2025-11-07 21:07:00,09:07,22,65,1,0
2025-11-07 21:07:00,2025-11-07 21:08:00,09:08,16,41,0,1
2025-11-07 21:07:00,2025-11-07 21:08:00,09:08,16,41,0,1
2025-11-07 21:08:00,2025-11-07 21:09:00,09:09,7,81,0,0
2025-11-07 21:08:00,2025-11-07 21:09:00,09:09,7,81,0,0
2025-11-07 21:09:00,2025-11-07 21:10:00,09:10,25,74,0,0
2025-11-07 21:09:00,2025-11-07 21:10:00,09:10,25,74,0,0
2025-11-07 21:10:00,2025-11-07 22:01:00,09:57,0,0,0,1
2025-11-07 21:10:00,2025-11-07 22:01:00,09:57,0,0,0,1
2025-11-07 22:00:00,2025-11-07 22:01:00,10:01,20,72,0,0
2025-11-07 22:00:00,2025-11-07 22:01:00,10:01,20,72,0,0
2025-11-07 22:01:00,2025-11-07 22:02:00,10:02,17,51,0,0
2025-11-07 22:01:00,2025-11-07 22:02:00,10:02,17,51,0,0
2025-11-07 22:02:00,2025-11-07 22:03:00,10:03,22,70,0,0
2025-11-07 22:02:00,2025-11-07 22:03:00,10:03,22,70,0,0
2025-11-07 22:03:00,2025-11-07 22:04:00,10:04,16,53,0,0
2025-11-07 22:03:00,2025-11-07 22:04:00,10:04,16,53,0,0
2025-11-07 22:04:00,2025-11-07 22:05:00,10:05,27,76,0,0
2025-11-07 22:04:00,2025-11-07 22:05:00,10:05,27,76,0,0
2025-11-07 22:05:00,2025-11-07 22:06:00,10:06,23,41,0,0
2025-11-07 22:05:00,2025-11-07 22:06:00,10:06,23,41,0,0
2025-11-07 22:06:00,2025-11-07 22:07:00,10:07,20,77,0,0
2025-11-07 22:06:00,2025-11-07 22:07:00,10:07,20,77,0,0
2025-11-07 22:07:00,2025-11-07 22:08:00,10:08,28,74,0,0
2025-11-07 22:07:00,2025-11-07 22:08:00,10:08,28,74,0,0
2025-11-07 22:08:00,2025-11-07 22:09:00,10:09,41,80,0,0
2025-11-07 22:08:00,2025-11-07 22:09:00,10:09,41,80,0,0
2025-11-07 22:09:00,2025-11-07 22:10:00,10:10,23,72,0,0
2025-11-07 22:09:00,2025-11-07 22:10:00,10:10,23,72,0,0
2025-11-07 23:00:00,2025-11-07 23:01:00,11:01,14,43,0,1
2025-11-07 23:00:00,2025-11-07 23:01:00,11:01,14,43,0,1
2025-11-07 23:01:00,2025-11-07 23:02:00,11:02,11,77,0,0
2025-11-07 23:01:00,2025-11-07 23:02:00,11:02,11,77,0,0
2025-11-07 23:02:00,2025-11-07 23:03:00,11:03,22,54,0,0
2025-11-07 23:02:00,2025-11-07 23:03:00,11:03,22,54,0,0
2025-11-07 23:03:00,2025-11-07 23:04:00,11:04,7,37,0,1
2025-11-07 23:03:00,2025-11-07 23:04:00,11:04,7,37,0,1
2025-11-07 23:04:00,2025-11-07 23:05:00,11:05,16,58,0,0
2025-11-07 23:04:00,2025-11-07 23:05:00,11:05,16,58,0,0
