datetime_start,datetime_end,ocr_raw,count_of_car,count_of_motorcycle,count_of_heavy,cluster
2025-11-04 11:09:00,2025-11-04 11:10:00,11:10,34,84,4,0
2025-11-04 11:10:00,2025-11-04 11:01:00,11:01,0,0,0,1
2025-11-04 12:00:00,2025-11-04 12:01:00,12:01,14,15,0,1
2025-11-04 12:01:00,2025-11-04 12:02:00,12:02,19,71,0,0
2025-11-04 12:02:00,2025-11-04 12:03:00,12:03,33,44,0,0
2025-11-04 12:03:00,2025-11-04 12:04:00,12:04,31,30,0,0
2025-11-04 12:04:00,2025-11-04 12:05:00,12:05,14,94,0,0
2025-11-04 12:05:00,2025-11-04 12:06:00,12:06,26,40,0,0
2025-11-04 12:06:00,2025-11-04 12:07:00,12:07,30,32,1,0
2025-11-04 12:07:00,2025-11-04 12:08:00,12:08,29,108,1,0
2025-11-04 12:08:00,2025-11-04 12:09:00,12:09,41,50,2,0
2025-11-04 12:09:00,2025-11-04 12:10:00,12:10,26,54,2,0
2025-11-04 12:10:00,2025-11-04 13:02:00,12:56,0,0,0,1
2025-11-04 13:02:00,2025-11-04 13:05:00,01:05,0,0,0,1
2025-11-04 13:05:00,2025-11-04 13:08:00,01:08,0,0,0,1
2025-11-04 14:00:00,2025-11-04 14:01:00,02:01,34,45,0,0
2025-11-04 14:01:00,2025-11-04 14:02:00,02:02,41,91,0,0
2025-11-04 14:02:00,2025-11-04 14:03:00,02:03,33,46,0,0
2025-11-04 14:03:00,2025-11-04 14:04:00,02:04,26,88,0,0
2025-11-04 14:04:00,2025-11-04 14:05:00,02:05,27,52,1,0
2025-11-04 14:05:00,2025-11-04 14:06:00,02:06,34,59,1,0
2025-11-04 14:06:00,2025-11-04 14:07:00,02:07,30,76,0,0
2025-11-04 14:07:00,2025-11-04 14:08:00,02:08,36,68,2,0
2025-11-04 14:08:00,2025-11-04 14:09:00,02:09,36,62,0,0
2025-11-04 14:09:00,2025-11-04 14:10:00,02:10,29,95,0,0
2025-11-04 15:00:00,2025-11-04 15:01:00,03:01,39,53,1,0
2025-11-04 15:01:00,2025-11-04 15:02:00,03:02,32,47,0,0
2025-11-04 15:02:00,2025-11-04 15:03:00,03:03,24,113,0,0
2025-11-04 15:03:00,2025-11-04 15:04:00,03:04,33,47,0,0
2025-11-04 15:04:00,2025-11-04 15:05:00,03:05,20,68,0,0
2025-11-04 15:05:00,2025-11-04 15:06:00,03:06,41,96,1,0
2025-11-04 15:06:00,2025-11-04 15:07:00,03:07,32,80,0,0
2025-11-04 15:07:00,2025-11-04 15:08:00,03:08,27,90,1,0
2025-11-04 15:08:00,2025-11-04 15:09:00,03:09,41,80,0,0
2025-11-04 15:09:00,2025-11-04 15:10:00,03:10,43,65,1,0
2025-11-04 16:00:00,2025-11-04 16:01:00,04:01,25,83,0,0
2025-11-04 16:01:00,2025-11-04 16:02:00,04:02,31,125,0,0
2025-11-04 16:02:00,2025-11-04 16:03:00,04:03,42,70,0,0
2025-11-04 16:03:00,2025-11-04 16:04:00,04:04,15,119,0,0
2025-11-04 16:04:00,2025-11-04 16:05:00,04:05,39,85,2,0
2025-11-04 16:05:00,2025-11-04 16:06:00,04:06,26,50,0,0
2025-11-04 16:06:00,2025-11-04 16:07:00,04:07,27,165,0,0
2025-11-04 16:07:00,2025-11-04 16:08:00,04:08,29,104,2,0
2025-11-04 16:08:00,2025-11-04 16:09:00,04:09,30,64,1,0
2025-11-04 16:09:00,2025-11-04 16:10:00,04:10,30,151,0,0
2025-11-04 17:00:00,2025-11-04 17:01:00,05:01,27,143,0,0
2025-11-04 17:01:00,2025-11-04 17:02:00,05:02,44,79,0,0
2025-11-04 17:02:00,2025-11-04 17:05:00,05:05,3,17,0,1
2025-11-04 17:05:00,2025-11-04 17:06:00,05:06,3,41,0,1
2025-11-04 17:06:00,2025-11-04 17:07:00,05:07,38,117,0,0
2025-11-04 17:07:00,2025-11-04 17:08:00,05:08,23,80,0,0
2025-11-04 17:08:00,2025-11-04 17:09:00,05:09,24,190,1,0
2025-11-04 17:09:00,2025-11-04 18:10:00,05:10,38,121,0,0
2025-11-04 18:00:00,2025-11-04 18:01:00,06:01,9,17,0,1
2025-11-04 18:01:00,2025-11-04 18:02:00,06:02,19,122,1,0
2025-11-04 18:02:00,2025-11-04 18:03:00,06:03,34,69,0,0
2025-11-04 18:03:00,2025-11-04 18:04:00,06:04,39,72,1,0
2025-11-04 18:04:00,2025-11-04 18:05:00,06:05,14,93,0,0
2025-11-04 18:05:00,2025-11-04 18:06:00,06:06,41,118,0,0
2025-11-04 18:06:00,2025-11-04 18:07:00,06:07,31,57,0,0
2025-11-04 18:07:00,2025-11-04 18:08:00,06:08,21,119,0,0
2025-11-04 18:08:00,2025-11-04 18:09:00,06:09,38,102,1,0
2025-11-04 18:09:00,2025-11-04 19:10:00,06:10,23,50,0,0
2025-11-04 19:00:00,2025-11-04 19:01:00,07:01,13,25,0,1
2025-11-04 19:01:00,2025-11-04 19:02:00,07:02,21,65,0,0
2025-11-04 19:02:00,2025-11-04 19:03:00,07:03,17,77,0,0
2025-11-04 19:03:00,2025-11-04 19:04:00,07:04,26,48,1,0
2025-11-04 19:04:00,2025-11-04 19:05:00,07:05,25,54,0,0
2025-11-04 19:05:00,2025-11-04 19:06:00,07:06,17,94,0,0
2025-11-04 19:06:00,2025-11-04 19:07:00,07:07,26,85,0,0
2025-11-04 19:07:00,2025-11-04 19:08:00,07:08,22,50,0,0
2025-11-04 19:08:00,2025-11-04 19:09:00,07:09,18,51,1,0
2025-11-04 19:09:00,2025-11-04 19:10:00,07:10,20,99,0,0
2025-11-04 20:00:00,2025-11-04 20:03:00,08:03,11,39,0,1
2025-11-04 20:03:00,2025-11-04 20:04:00,08:04,9,26,0,1
2025-11-04 20:04:00,2025-11-04 20:05:00,08:05,26,70,0,0
2025-11-04 20:05:00,2025-11-04 20:06:00,08:06,11,107,0,0
2025-11-04 20:06:00,2025-11-04 20:07:00,08:07,21,77,0,0
2025-11-04 20:07:00,2025-11-04 20:08:00,08:08,14,32,0,1
2025-11-04 20:08:00,2025-11-04 20:09:00,08:09,0,0,0,1
2025-11-04 21:00:00,2025-11-04 21:01:00,09:01,7,48,0,1
2025-11-04 21:01:00,2025-11-04 21:02:00,09:02,25,96,1,0
2025-11-04 21:02:00,2025-11-04 21:03:00,09:03,23,59,0,0
2025-11-04 21:03:00,2025-11-04 21:04:00,09:04,18,65,0,0
2025-11-04 21:04:00,2025-11-04 21:05:00,09:05,14,52,0,1
2025-11-04 21:05:00,2025-11-04 21:06:00,09:06,29,112,1,0
2025-11-04 21:06:00,2025-11-04 21:07:00,09:07,27,66,0,0
2025-11-04 21:07:00,2025-11-04 21:08:00,09:08,22,69,0,0
2025-11-04 21:08:00,2025-11-04 21:09:00,09:09,18,79,0,0
2025-11-04 21:09:00,2025-11-04 21:10:00,09:10,29,70,0,0
2025-11-04 21:10:00,2025-11-04 22:01:00,09:57,0,0,0,1
2025-11-04 22:00:00,2025-11-04 22:01:00,10:01,12,86,0,0
2025-11-04 22:01:00,2025-11-04 22:02:00,10:02,17,43,0,1
2025-11-04 22:02:00,2025-11-04 22:03:00,10:03,18,68,0,0
2025-11-04 22:03:00,2025-11-04 22:04:00,10:04,20,89,0,0
2025-11-04 22:04:00,2025-11-04 22:05:00,10:05,20,72,0,0
2025-11-04 22:05:00,2025-11-04 22:06:00,10:06,11,54,0,1
2025-11-04 22:06:00,2025-11-04 22:07:00,10:07,26,104,0,0
2025-11-04 22:07:00,2025-11-04 22:08:00,10:08,19,56,0,0
2025-11-04 22:08:00,2025-11-04 22:09:00,10:09,11,69,0,0
2025-11-04 22:09:00,2025-11-04 22:10:00,10:10,22,115,0,0
2025-11-04 23:00:00,2025-11-04 23:01:00,11:01,5,24,0,1
2025-11-04 23:01:00,2025-11-04 23:02:00,11:02,12,65,0,0
2025-11-04 23:02:00,2025-11-04 23:03:00,11:03,10,37,0,1
2025-11-04 23:03:00,2025-11-04 23:04:00,11:04,7,37,2,1
2025-11-04 23:04:00,2025-11-04 23:05:00,11:05,8,36,0,1
2025-11-04 23:05:00,2025-11-04 23:06:00,11:06,6,42,0,1
2025-11-04 23:06:00,2025-11-04 23:07:00,11:07,14,41,3,0
2025-11-04 23:07:00,2025-11-04 23:08:00,11:08,6,39,2,1
2025-11-04 23:08:00,2025-11-04 23:09:00,11:09,16,49,2,0
2025-11-04 23:09:00,2025-11-04 23:10:00,11:10,13,50,0,1
2025-11-05 00:00:00,2025-11-05 00:01:00,12:01,2,18,0,1
2025-11-05 00:01:00,2025-11-05 00:02:00,12:02,12,25,0,1
2025-11-05 00:02:00,2025-11-05 00:03:00,12:03,4,15,0,1
2025-11-05 00:03:00,2025-11-05 00:04:00,12:04,5,33,0,1
2025-11-05 00:04:00,2025-11-05 00:05:00,12:05,11,27,1,1
2025-11-05 00:05:00,2025-11-05 00:06:00,12:06,11,26,0,1
2025-11-05 00:06:00,2025-11-05 00:07:00,12:07,6,42,0,1
2025-11-05 00:07:00,2025-11-05 00:08:00,12:08,8,23,0,1
2025-11-05 00:08:00,2025-11-05 00:09:00,12:09,6,35,0,1
2025-11-05 00:09:00,2025-11-05 00:10:00,12:10,2,19,0,1
2025-11-05 01:00:00,2025-11-05 01:01:00,01:01,3,19,1,1
2025-11-05 01:01:00,2025-11-05 01:02:00,01:02,1,8,0,1
2025-11-05 01:02:00,2025-11-05 01:03:00,01:03,3,20,0,1
2025-11-05 01:03:00,2025-11-05 01:04:00,01:04,9,17,1,1
2025-11-05 01:04:00,2025-11-05 01:05:00,01:05,1,21,0,1
2025-11-05 01:05:00,2025-11-05 01:06:00,01:06,2,7,0,1
2025-11-05 01:06:00,2025-11-05 01:07:00,01:07,2,18,0,1
2025-11-05 01:07:00,2025-11-05 01:08:00,01:08,9,17,1,1
2025-11-05 01:08:00,2025-11-05 01:09:00,01:09,1,15,0,1
2025-11-05 01:09:00,2025-11-05 01:10:00,01:10,3,15,0,1
2025-11-05 02:00:00,2025-11-05 02:01:00,02:01,4,11,0,1
2025-11-05 02:01:00,2025-11-05 02:02:00,02:02,1,8,0,1
2025-11-05 02:02:00,2025-11-05 02:03:00,02:03,6,10,0,1
2025-11-05 02:03:00,2025-11-05 02:04:00,02:04,3,7,0,1
2025-11-05 02:04:00,2025-11-05 02:05:00,02:05,5,16,0,1
2025-11-05 02:05:00,2025-11-05 02:06:00,02:06,2,7,0,1
2025-11-05 02:06:00,2025-11-05 02:07:00,02:07,4,7,0,1
2025-11-05 02:07:00,2025-11-05 02:08:00,02:08,4,10,0,1
2025-11-05 02:08:00,2025-11-05 02:09:00,02:09,0,10,0,1
2025-11-05 02:09:00,2025-11-05 02:10:00,02:10,0,15,0,1
2025-11-05 03:00:00,2025-11-05 03:01:00,03:01,2,5,0,1
2025-11-05 03:01:00,2025-11-05 03:02:00,03:02,2,5,0,1
2025-11-05 03:02:00,2025-11-05 03:03:00,03:03,5,9,0,1
2025-11-05 03:03:00,2025-11-05 03:04:00,03:04,1,9,0,1
2025-11-05 03:04:00,2025-11-05 03:05:00,03:05,3,4,0,1
2025-11-05 03:05:00,2025-11-05 03:06:00,03:06,3,4,0,1
2025-11-05 03:06:00,2025-11-05 03:07:00,03:07,0,7,0,1
2025-11-05 03:07:00,2025-11-05 03:08:00,03:08,4,10,0,1
2025-11-05 03:08:00,2025-11-05 03:09:00,03:09,1,8,0,1
2025-11-05 03:09:00,2025-11-05 03:10:00,03:10,1,11,0,1
2025-11-05 04:00:00,2025-11-05 04:01:00,04:01,3,8,0,1
2025-11-05 04:01:00,2025-11-05 04:02:00,04:02,3,8,0,1
2025-11-05 04:02:00,2025-11-05 04:03:00,04:03,4,9,0,1
2025-11-05 04:03:00,2025-11-05 04:04:00,04:04,5,10,0,1
2025-11-05 04:04:00,2025-11-05 04:05:00,04:05,2,10,0,1
2025-11-05 04:05:00,2025-11-05 04:06:00,04:06,2,3,0,1
2025-11-05 04:06:00,2025-11-05 04:07:00,04:07,1,14,0,1
2025-11-05 04:07:00,2025-11-05 04:08:00,04:08,2,17,1,1
2025-11-05 04:08:00,2025-11-05 04:09:00,04:09,0,2,0,1
2025-11-05 04:09:00,2025-11-05 04:10:00,04:10,0,2,0,1
2025-11-05 05:00:00,2025-11-05 05:01:00,05:01,5,23,0,1
2025-11-05 05:01:00,2025-11-05 05:02:00,05:02,1,25,0,1
2025-11-05 05:02:00,2025-11-05 05:05:00,05:05,1,13,0,1
2025-11-05 05:05:00,2025-11-05 09:08:00,05:08,0,0,0,1
2025-11-05 06:00:00,2025-11-05 06:01:00,06:01,9,60,0,1
2025-11-05 06:01:00,2025-11-05 06:02:00,06:02,2,48,0,1
2025-11-05 06:02:00,2025-11-05 06:03:00,06:03,9,51,0,1
2025-11-05 06:03:00,2025-11-05 06:04:00,06:04,2,57,0,1
2025-11-05 06:04:00,2025-11-05 06:05:00,06:05,7,67,0,1
2025-11-05 06:05:00,2025-11-05 06:06:00,06:06,9,98,0,0
2025-11-05 06:06:00,2025-11-05 06:07:00,06:07,11,41,1,1
2025-11-05 06:07:00,2025-11-05 06:08:00,06:08,11,67,2,0
2025-11-05 06:08:00,2025-11-05 06:09:00,06:09,3,52,0,1
2025-11-05 06:09:00,2025-11-05 06:10:00,06:10,25,101,3,0
2025-11-05 07:00:00,2025-11-05 07:01:00,07:01,10,76,1,0
2025-11-05 07:00:00,2025-11-05 07:01:00,07:01,7,40,0,1
2025-11-05 07:01:00,2025-11-05 07:02:00,07:02,7,29,0,1
2025-11-05 07:01:00,2025-11-05 07:02:00,07:02,11,34,0,1
2025-11-05 07:02:00,2025-11-05 07:03:00,07:03,16,117,0,0
2025-11-05 07:02:00,2025-11-05 07:03:00,07:03,15,127,0,0
2025-11-05 07:03:00,2025-11-05 07:04:00,07:04,20,37,0,0
2025-11-05 07:03:00,2025-11-05 07:04:00,07:04,24,48,0,0
2025-11-05 07:04:00,2025-11-05 07:05:00,07:05,3,58,0,1
2025-11-05 07:04:00,2025-11-05 07:05:00,07:05,5,67,0,1
2025-11-05 07:05:00,2025-11-05 07:06:00,07:06,28,76,3,0
2025-11-05 07:05:00,2025-11-05 07:06:00,07:06,26,64,3,0
2025-11-05 07:06:00,2025-11-05 07:07:00,07:07,5,28,0,1
2025-11-05 07:06:00,2025-11-05 07:07:00,07:07,6,24,0,1
2025-11-05 07:07:00,2025-11-05 07:08:00,07:08,16,103,0,0
2025-11-05 07:07:00,2025-11-05 07:08:00,07:08,15,95,0,0
2025-11-05 07:08:00,2025-11-05 07:09:00,07:09,41,55,1,0
2025-11-05 07:08:00,2025-11-05 07:09:00,07:09,42,58,1,0
2025-11-05 07:09:00,2025-11-05 07:10:00,07:10,5,30,0,1
2025-11-05 07:09:00,2025-11-05 07:10:00,07:10,5,33,0,1
2025-11-05 07:10:00,2025-11-05 11:06:00,07:11,28,119,0,0
2025-11-05 08:00:00,2025-11-05 08:01:00,08:01,12,91,0,0
2025-11-05 08:01:00,2025-11-05 08:02:00,08:02,28,114,1,0
2025-11-05 08:02:00,2025-11-05 08:03:00,08:03,21,62,0,0
2025-11-05 08:03:00,2025-11-05 08:04:00,08:04,27,110,0,0
2025-11-05 08:04:00,2025-11-05 08:05:00,08:05,27,141,1,0
2025-11-05 08:05:00,2025-11-05 08:06:00,08:06,7,43,1,1
2025-11-05 08:06:00,2025-11-05 08:07:00,08:07,25,147,0,0
2025-11-05 08:07:00,2025-11-05 08:08:00,08:08,18,72,0,0
2025-11-05 08:08:00,2025-11-05 08:09:00,08:09,11,102,0,0
2025-11-05 08:09:00,2025-11-05 08:10:00,08:10,34,104,2,0
2025-11-05 09:00:00,2025-11-05 09:01:00,09:01,28,97,0,0
2025-11-05 09:01:00,2025-11-05 09:02:00,09:02,12,30,0,1
2025-11-05 09:02:00,2025-11-05 09:03:00,09:03,21,71,1,0
2025-11-05 09:03:00,2025-11-05 09:04:00,09:04,32,89,1,0
2025-11-05 09:04:00,2025-11-05 09:05:00,09:05,9,32,0,1
2025-11-05 09:05:00,2025-11-05 09:06:00,09:06,14,68,0,0
2025-11-05 09:06:00,2025-11-05 09:07:00,09:07,28,100,0,0
2025-11-05 09:07:00,2025-11-05 09:08:00,09:08,13,35,0,1
2025-11-05 09:08:00,2025-11-05 09:09:00,09:09,8,30,0,1
2025-11-05 09:09:00,2025-11-05 09:10:00,09:10,32,136,0,0
2025-11-05 09:10:00,2025-11-05 10:01:00,09:58,0,0,0,1
2025-11-05 10:00:00,2025-11-05 10:01:00,10:01,22,65,1,0
2025-11-05 10:01:00,2025-11-05 10:02:00,10:02,10,54,0,1
2025-11-05 10:02:00,2025-11-05 10:03:00,10:03,30,80,3,0
2025-11-05 10:03:00,2025-11-05 10:04:00,10:04,18,40,0,1
2025-11-05 10:04:00,2025-11-05 10:05:00,10:05,9,60,0,1
2025-11-05 10:05:00,2025-11-05 10:06:00,10:06,36,81,0,0
2025-11-05 10:06:00,2025-11-05 10:07:00,10:07,9,43,0,1
2025-11-05 10:07:00,2025-11-05 10:08:00,10:08,19,62,0,0
2025-11-05 10:08:00,2025-11-05 10:09:00,10:09,31,75,1,0
2025-11-05 10:09:00,2025-11-05 10:10:00,10:10,22,41,0,0
2025-11-05 11:00:00,2025-11-05 11:01:00,11:01,22,87,0,0
2025-11-05 11:01:00,2025-11-05 11:02:00,11:02,21,33,0,0
2025-11-05 11:02:00,2025-11-05 11:03:00,11:03,36,55,5,2
2025-11-05 11:03:00,2025-11-05 11:04:00,11:04,35,116,2,0
2025-11-05 11:04:00,2025-11-05 11:05:00,11:05,30,41,3,0
2025-11-05 11:05:00,2025-11-05 11:06:00,11:06,14,69,0,0
2025-11-05 11:06:00,2025-11-05 11:07:00,11:07,25,55,2,0
2025-11-05 11:06:00,2025-11-05 11:07:00,11:07,143,344,9,2
2025-11-05 11:07:00,2025-11-05 11:08:00,11:08,36,58,0,0
2025-11-05 11:07:00,2025-11-05 11:08:00,11:08,43,60,0,0
2025-11-05 11:08:00,2025-11-05 11:09:00,11:09,23,60,0,0
2025-11-05 11:08:00,2025-11-05 11:09:00,11:09,23,59,0,0
2025-11-05 11:09:00,2025-11-05 11:10:00,11:10,28,74,1,0
2025-11-05 11:09:00,2025-11-05 11:10:00,11:10,29,72,1,0
2025-11-05 11:10:00,2025-11-05 18:05:00,11:11,6,15,0,1
2025-11-05 12:00:00,2025-11-05 12:01:00,12:01,30,42,0,0
2025-11-05 12:01:00,2025-11-05 12:02:00,12:02,36,85,0,0
2025-11-05 12:02:00,2025-11-05 12:03:00,12:03,31,61,0,0
2025-11-05 12:03:00,2025-11-05 12:04:00,12:04,46,45,0,0
2025-11-05 12:04:00,2025-11-05 12:05:00,12:05,28,91,1,0
2025-11-05 12:05:00,2025-11-05 12:06:00,12:06,43,66,2,0
2025-11-05 12:06:00,2025-11-05 12:07:00,12:07,34,30,1,0
2025-11-05 12:07:00,2025-11-05 12:08:00,12:08,30,98,0,0
2025-11-05 12:08:00,2025-11-05 12:09:00,12:09,28,48,0,0
2025-11-05 12:09:00,2025-11-05 12:10:00,12:10,30,36,0,0
2025-11-05 12:10:00,2025-11-05 13:01:00,12:58,0,0,0,1
2025-11-05 13:01:00,2025-11-05 13:04:00,01:04,0,0,0,1
2025-11-05 13:04:00,2025-11-05 13:07:00,01:07,0,0,0,1
2025-11-05 13:07:00,2025-11-05 13:10:00,01:10,0,0,0,1
2025-11-05 14:00:00,2025-11-05 14:01:00,02:01,20,37,0,0
2025-11-05 14:01:00,2025-11-05 14:02:00,02:02,34,37,2,0
2025-11-05 14:02:00,2025-11-05 14:03:00,02:03,29,28,2,0
2025-11-05 14:03:00,2025-11-05 14:04:00,02:04,35,56,0,0
2025-11-05 14:04:00,2025-11-05 14:05:00,02:05,35,44,0,0
2025-11-05 14:05:00,2025-11-05 14:06:00,02:06,33,27,0,0
2025-11-05 14:06:00,2025-11-05 14:07:00,02:07,7,27,0,1
2025-11-05 14:07:00,2025-11-05 14:08:00,02:08,36,57,2,0
2025-11-05 14:08:00,2025-11-05 14:09:00,02:09,45,15,1,0
2025-11-05 14:09:00,2025-11-05 14:10:00,02:10,22,31,1,0
2025-11-05 15:00:00,2025-11-05 15:01:00,03:01,38,37,1,0
2025-11-05 15:01:00,2025-11-05 15:02:00,03:02,16,18,0,1
2025-11-05 15:02:00,2025-11-05 15:03:00,03:03,24,51,0,0
2025-11-05 15:03:00,2025-11-05 15:04:00,03:04,34,35,1,0
2025-11-05 15:04:00,2025-11-05 15:05:00,03:05,24,25,2,0
2025-11-05 15:05:00,2025-11-05 15:06:00,03:06,29,46,2,0
2025-11-05 15:06:00,2025-11-05 15:07:00,03:07,23,28,2,0
2025-11-05 15:07:00,2025-11-05 15:08:00,03:08,35,41,1,0
2025-11-05 15:08:00,2025-11-05 15:09:00,03:09,29,32,1,0
2025-11-05 15:09:00,2025-11-05 15:10:00,03:10,24,20,1,0
2025-11-05 16:00:00,2025-11-05 16:01:00,04:01,40,45,0,0
2025-11-05 16:01:00,2025-11-05 16:02:00,04:02,26,97,1,0
2025-11-05 16:02:00,2025-11-05 16:03:00,04:03,34,46,0,0
2025-11-05 16:03:00,2025-11-05 16:04:00,04:04,27,88,0,0
2025-11-05 16:04:00,2025-11-05 16:05:00,04:05,29,53,3,0
2025-11-05 16:05:00,2025-11-05 16:06:00,04:06,38,30,2,0
2025-11-05 16:06:00,2025-11-05 16:07:00,04:07,23,101,0,0
2025-11-05 16:07:00,2025-11-05 16:08:00,04:08,39,48,1,0
2025-11-05 16:08:00,2025-11-05 16:09:00,04:09,26,29,2,0
2025-11-05 16:09:00,2025-11-05 16:10:00,04:10,26,99,0,0
2025-11-05 17:00:00,2025-11-05 17:01:00,05:01,36,122,0,0
2025-11-05 17:01:00,2025-11-05 17:02:00,05:02,22,47,0,0
2025-11-05 17:02:00,2025-11-05 17:03:00,05:03,24,66,1,0
2025-11-05 17:03:00,2025-11-05 17:04:00,05:04,35,126,1,0
2025-11-05 17:04:00,2025-11-05 17:05:00,05:05,26,49,2,0
2025-11-05 17:05:00,2025-11-05 17:06:00,05:06,23,93,0,0
2025-11-05 17:06:00,2025-11-05 17:07:00,05:07,34,69,1,0
2025-11-05 17:07:00,2025-11-05 21:10:00,05:10,14,35,0,1
2025-11-05 18:02:00,2025-11-05 18:04:00,06:04,0,0,0,1
2025-11-05 18:04:00,2025-11-05 18:05:00,06:05,0,1,0,1
2025-11-05 18:05:00,2025-11-05 18:06:00,06:06,3,7,0,1
2025-11-05 18:05:00,2025-11-05 18:06:00,06:06,13,71,1,0
2025-11-05 18:06:00,2025-11-05 18:07:00,06:07,10,35,0,1
2025-11-05 18:06:00,2025-11-05 18:07:00,06:07,13,43,0,1
2025-11-05 18:07:00,2025-11-05 18:08:00,06:08,21,89,0,0
2025-11-05 18:07:00,2025-11-07 17:08:00,06:08,22,91,0,0
2025-11-05 18:08:00,2025-11-05 18:09:00,06:09,19,35,0,1
2025-11-05 18:09:00,2025-11-05 18:10:00,06:10,19,27,0,1
2025-11-05 19:00:00,2025-11-05 19:01:00,07:01,22,16,0,1
2025-11-05 19:01:00,2025-11-05 19:02:00,07:02,31,79,0,0
2025-11-05 19:02:00,2025-11-05 19:03:00,07:03,39,38,1,0
2025-11-05 19:03:00,2025-11-05 19:04:00,07:04,26,82,0,0
2025-11-05 19:04:00,2025-11-05 19:05:00,07:05,15,44,0,1
2025-11-05 19:05:00,2025-11-05 19:06:00,07:06,34,48,0,0
2025-11-05 19:06:00,2025-11-05 19:07:00,07:07,24,64,0,0
2025-11-05 19:07:00,2025-11-05 19:08:00,07:08,37,48,0,0
2025-11-05 19:08:00,2025-11-05 19:09:00,07:09,11,31,0,1
2025-11-05 19:09:00,2025-11-05 19:10:00,07:10,27,71,0,0
2025-11-05 20:00:00,2025-11-05 20:01:00,08:01,16,33,0,1
2025-11-05 20:01:00,2025-11-05 20:02:00,08:02,14,41,0,1
2025-11-05 20:02:00,2025-11-05 20:03:00,08:03,22,14,2,0
2025-11-05 20:03:00,2025-11-05 20:04:00,08:04,24,59,0,0
2025-11-05 20:04:00,2025-11-05 20:05:00,08:05,15,30,0,1
2025-11-05 20:05:00,2025-11-05 20:06:00,08:06,15,23,0,1
2025-11-05 20:06:00,2025-11-05 20:07:00,08:07,21,66,0,0
2025-11-05 20:07:00,2025-11-05 20:08:00,08:08,19,49,0,0
2025-11-05 20:08:00,2025-11-05 20:09:00,08:09,19,33,2,0
2025-11-05 20:09:00,2025-11-05 20:10:00,08:10,10,62,0,1
2025-11-05 21:00:00,2025-11-05 21:01:00,09:01,29,31,0,0
2025-11-05 21:01:00,2025-11-05 21:02:00,09:02,15,68,0,0
2025-11-05 21:02:00,2025-11-05 21:03:00,09:03,22,39,0,0
2025-11-05 21:03:00,2025-11-05 21:04:00,09:04,23,30,0,0
2025-11-05 21:04:00,2025-11-05 21:05:00,09:05,18,56,0,0
2025-11-05 21:05:00,2025-11-05 21:06:00,09:06,22,39,0,0
2025-11-05 21:06:00,2025-11-05 21:07:00,09:07,20,25,0,1
2025-11-05 21:07:00,2025-11-05 21:08:00,09:08,22,48,0,0
2025-11-05 21:08:00,2025-11-05 21:09:00,09:09,24,56,0,0
2025-11-05 21:09:00,2025-11-05 21:10:00,09:10,29,46,0,0
2025-11-05 21:10:00,2025-11-05 18:02:00,09:56,0,0,0,1
2025-11-05 21:10:00,2025-11-05 22:01:00,09:11,2,14,0,1
2025-11-05 22:00:00,2025-11-05 22:01:00,10:01,13,37,0,1
2025-11-05 22:01:00,2025-11-05 22:02:00,10:02,27,35,0,0
2025-11-05 22:02:00,2025-11-05 22:03:00,10:03,11,30,0,1
2025-11-05 22:03:00,2025-11-05 22:04:00,10:04,12,44,0,1
2025-11-05 22:04:00,2025-11-05 22:05:00,10:05,28,49,0,0
2025-11-05 22:05:00,2025-11-05 22:06:00,10:06,16,21,0,1
2025-11-05 22:06:00,2025-11-05 22:07:00,10:07,14,31,0,1
2025-11-05 22:07:00,2025-11-05 22:08:00,10:08,22,49,0,0
2025-11-05 22:08:00,2025-11-05 22:09:00,10:09,17,30,0,1
2025-11-05 22:09:00,2025-11-05 22:10:00,10:10,12,54,0,1
2025-11-05 23:00:00,2025-11-05 23:01:00,11:01,12,41,0,1
2025-11-05 23:01:00,2025-11-05 23:02:00,11:02,4,54,0,1
2025-11-05 23:02:00,2025-11-05 23:03:00,11:03,4,20,0,1
2025-11-05 23:03:00,2025-11-05 23:04:00,11:04,9,45,0,1
2025-11-05 23:04:00,2025-11-05 23:05:00,11:05,8,33,0,1
2025-11-05 23:05:00,2025-11-05 23:06:00,11:06,5,43,0,1
2025-11-05 23:06:00,2025-11-05 23:07:00,11:07,8,24,0,1
2025-11-05 23:07:00,2025-11-05 23:08:00,11:08,3,24,0,1
2025-11-05 23:08:00,2025-11-05 23:09:00,11:09,11,48,0,1
2025-11-05 23:09:00,2025-11-06 11:10:00,11:10,5,31,0,1
2025-11-06 00:00:00,2025-11-06 00:01:00,12:01,11,18,0,1
2025-11-06 00:01:00,2025-11-06 00:02:00,12:02,11,17,0,1
2025-11-06 00:02:00,2025-11-06 00:03:00,12:03,9,19,0,1
2025-11-06 00:03:00,2025-11-06 00:04:00,12:04,2,14,0,1
2025-11-06 00:04:00,2025-11-06 00:05:00,12:05,5,22,0,1
2025-11-06 00:05:00,2025-11-06 00:06:00,12:06,5,22,0,1
2025-11-06 00:06:00,2025-11-06 00:07:00,12:07,5,23,0,1
2025-11-06 00:07:00,2025-11-06 00:08:00,12:08,7,24,0,1
2025-11-06 00:08:00,2025-11-06 00:09:00,12:09,10,21,0,1
2025-11-06 00:09:00,2025-11-06 00:10:00,12:10,5,15,0,1
2025-11-06 01:00:00,2025-11-06 01:01:00,01:01,7,14,0,1
