epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
142,5072.88,1.12199,0.5366,0.92999,0.89573,0.76394,0.84234,0.52056,1.39958,0.64592,1.06335,0.000764086,0.000764086,0.000764086
143,5108.68,1.11393,0.54685,0.92812,0.88958,0.75404,0.83955,0.51907,1.40049,0.64457,1.06787,0.000759371,0.000759371,0.000759371
144,5144.43,1.11524,0.54552,0.92505,0.90836,0.74393,0.8316,0.51763,1.41237,0.65009,1.06542,0.000754655,0.000754655,0.000754655
145,5180.31,1.12424,0.54547,0.92603,0.84828,0.7973,0.84672,0.52822,1.43155,0.66867,1.07639,0.000749939,0.000749939,0.000749939
146,5216.17,1.12633,0.54862,0.93157,0.87105,0.78972,0.84301,0.52168,1.41267,0.64568,1.07198,0.000745223,0.000745223,0.000745223
147,5251.88,1.12083,0.54425,0.92703,0.87769,0.78452,0.84772,0.53389,1.41087,0.64022,1.06947,0.000740508,0.000740508,0.000740508
148,5287.58,1.10864,0.53436,0.92496,0.83986,0.77285,0.82685,0.50921,1.40552,0.63485,1.06522,0.000735792,0.000735792,0.000735792
149,5323.42,1.11374,0.54395,0.92358,0.90091,0.74504,0.83798,0.53098,1.40173,0.64223,1.06717,0.000731076,0.000731076,0.000731076
150,5359.26,1.11075,0.53878,0.92282,0.9383,0.70761,0.84277,0.53477,1.40329,0.63806,1.06416,0.000726361,0.000726361,0.000726361
151,5395.11,1.1019,0.53207,0.92353,0.88863,0.75576,0.832,0.51245,1.42998,0.6564,1.0711,0.000721645,0.000721645,0.000721645
152,5430.98,1.09819,0.53949,0.92172,0.83924,0.76552,0.83724,0.51332,1.43176,0.64748,1.07472,0.000716929,0.000716929,0.000716929
153,5466.73,1.10906,0.53673,0.92282,0.88378,0.74531,0.83456,0.5247,1.4023,0.64639,1.06327,0.000712214,0.000712214,0.000712214
154,5502.45,1.09545,0.52818,0.91778,0.88264,0.7675,0.8442,0.50614,1.43159,0.66671,1.07151,0.000707498,0.000707498,0.000707498
155,5538.22,1.09578,0.5367,0.92195,0.85445,0.76712,0.84063,0.50825,1.41331,0.64727,1.06575,0.000702782,0.000702782,0.000702782
156,5574.07,1.09297,0.53064,0.92741,0.87859,0.77901,0.84451,0.52242,1.40546,0.63709,1.06394,0.000698066,0.000698066,0.000698066
157,5609.88,1.09163,0.53123,0.92085,0.86889,0.73047,0.81744,0.5038,1.41894,0.64654,1.07414,0.000693351,0.000693351,0.000693351
158,5645.76,1.08929,0.52524,0.91472,0.90823,0.7475,0.83357,0.50463,1.44496,0.66017,1.08212,0.000688635,0.000688635,0.000688635
159,5681.5,1.07713,0.51993,0.91507,0.88812,0.76777,0.83433,0.51646,1.43191,0.64313,1.07854,0.000683919,0.000683919,0.000683919
160,5717.43,1.06926,0.50976,0.91407,0.869,0.7735,0.83474,0.52518,1.44386,0.65533,1.08131,0.000679204,0.000679204,0.000679204
161,5753.17,1.07075,0.51874,0.91868,0.89203,0.75304,0.8433,0.53478,1.43135,0.6502,1.08841,0.000674488,0.000674488,0.000674488
162,5788.86,1.07924,0.52613,0.91474,0.8721,0.74716,0.84067,0.51759,1.44497,0.64837,1.0925,0.000669772,0.000669772,0.000669772
163,5824.62,1.0774,0.52689,0.91512,0.8219,0.79526,0.8377,0.53183,1.42696,0.64584,1.08061,0.000665057,0.000665057,0.000665057
164,5860.37,1.07726,0.52366,0.91827,0.85252,0.77313,0.83182,0.50795,1.43646,0.64683,1.07917,0.000660341,0.000660341,0.000660341
165,5896.06,1.06656,0.51774,0.91562,0.83402,0.77424,0.82675,0.50434,1.44151,0.65537,1.08136,0.000655625,0.000655625,0.000655625
166,5931.59,1.07126,0.52601,0.91329,0.83467,0.7889,0.81903,0.49418,1.43274,0.65907,1.0771,0.000650909,0.000650909,0.000650909
167,5967.37,1.08715,0.52858,0.9149,0.86711,0.7524,0.82165,0.49746,1.44488,0.65865,1.08338,0.000646194,0.000646194,0.000646194
168,6003.26,1.07601,0.51805,0.90956,0.86928,0.75678,0.82906,0.50947,1.44512,0.65096,1.08045,0.000641478,0.000641478,0.000641478
169,6039.03,1.06209,0.51967,0.91112,0.80753,0.79052,0.81813,0.49797,1.44791,0.64542,1.08974,0.000636762,0.000636762,0.000636762
170,6074.82,1.07435,0.5158,0.91587,0.86001,0.75446,0.81667,0.50282,1.43436,0.64955,1.08388,0.000632047,0.000632047,0.000632047
171,6110.45,1.04409,0.5075,0.90637,0.85717,0.7742,0.8273,0.51134,1.44199,0.65,1.0939,0.000627331,0.000627331,0.000627331
172,6146.13,1.04986,0.50976,0.90654,0.86397,0.7748,0.83244,0.51601,1.42,0.65232,1.08211,0.000622615,0.000622615,0.000622615
173,6181.82,1.04494,0.50627,0.90568,0.92105,0.72418,0.82174,0.50241,1.41942,0.65675,1.08509,0.0006179,0.0006179,0.0006179
174,6217.51,1.05244,0.51238,0.90806,0.83643,0.78826,0.82809,0.51337,1.42598,0.64406,1.08494,0.000613184,0.000613184,0.000613184
175,6253.23,1.05159,0.51568,0.90588,0.86645,0.75595,0.81662,0.50207,1.44094,0.65437,1.08747,0.000608468,0.000608468,0.000608468
176,6289.11,1.04673,0.50553,0.9056,0.87461,0.70772,0.81983,0.49748,1.4543,0.64859,1.09137,0.000603752,0.000603752,0.000603752
177,6325.95,1.038,0.50819,0.90111,0.89954,0.72984,0.8271,0.5069,1.44318,0.64526,1.08849,0.000599037,0.000599037,0.000599037
