epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,6361.83,1.02937,0.49501,0.89904,0.84928,0.76533,0.83274,0.50784,1.43443,0.6422,1.08264,0.000594321,0.000594321,0.000594321
179,6397.53,1.0392,0.49729,0.90458,0.86508,0.76885,0.83592,0.50411,1.43511,0.63694,1.08708,0.000589605,0.000589605,0.000589605
180,6433.2,1.03598,0.50106,0.90714,0.82721,0.7865,0.82984,0.50425,1.42786,0.64388,1.08273,0.00058489,0.00058489,0.00058489
181,6468.95,1.03136,0.50069,0.9009,0.80977,0.78822,0.82785,0.50063,1.42002,0.64342,1.08472,0.000580174,0.000580174,0.000580174
182,6504.53,1.02898,0.4995,0.90073,0.81305,0.79137,0.82631,0.50119,1.42307,0.64255,1.08409,0.000575458,0.000575458,0.000575458
183,6540.33,1.02603,0.49832,0.89704,0.82655,0.77366,0.8208,0.50174,1.42881,0.6516,1.0875,0.000570743,0.000570743,0.000570743
184,6576.22,1.02735,0.49743,0.89798,0.83295,0.7672,0.82153,0.50915,1.43774,0.66062,1.09464,0.000566027,0.000566027,0.000566027
185,6611.84,1.04229,0.5059,0.90734,0.85809,0.74715,0.81481,0.50289,1.42046,0.6456,1.08346,0.000561311,0.000561311,0.000561311
186,6647.61,1.01346,0.49277,0.89521,0.87956,0.73786,0.81111,0.49286,1.43139,0.65383,1.09206,0.000556595,0.000556595,0.000556595
187,6683.49,1.02046,0.49197,0.89842,0.81414,0.7842,0.82106,0.50108,1.43411,0.65608,1.09162,0.00055188,0.00055188,0.00055188
188,6719.22,1.02794,0.49699,0.90244,0.87933,0.74987,0.8176,0.49668,1.44698,0.65395,1.09265,0.000547164,0.000547164,0.000547164
